Data,Data1,D
2.050000e+04,-6.40e+01,
2.052500e+04,-6.48e+01,
2.055000e+04,-6.56e+01,
2.057500e+04,-6.48e+01,
2.060000e+04,-6.16e+01,
2.062500e+04,-6.40e+01,
2.065000e+04,-6.56e+01,
2.067500e+04,-6.16e+01,
2.070000e+04,-7.76e+01,
2.072500e+04,-7.28e+01,
2.075000e+04,-6.64e+01,
2.077500e+04,-8.72e+01,
2.080000e+04,-8.72e+01,
2.082500e+04,-6.80e+01,
2.085000e+04,-7.04e+01,
2.087500e+04,-6.16e+01,
2.090000e+04,-6.08e+01,
2.092500e+04,-6.48e+01,
2.095000e+04,-6.24e+01,
2.097500e+04,-6.56e+01,
2.100000e+04,-6.16e+01,
2.102500e+04,-7.04e+01,
2.105000e+04,-6.72e+01,
2.107500e+04,-6.32e+01,
2.110000e+04,-6.32e+01,
2.112500e+04,-6.56e+01,
2.115000e+04,-7.04e+01,
2.117500e+04,-7.04e+01,
2.120000e+04,-6.40e+01,
2.122500e+04,-6.80e+01,
2.125000e+04,-5.76e+01,
2.127500e+04,-6.16e+01,
2.130000e+04,-6.80e+01,
2.132500e+04,-7.28e+01,
2.135000e+04,-7.04e+01,
2.137500e+04,-6.16e+01,
2.140000e+04,-6.32e+01,
2.142500e+04,-6.24e+01,
2.145000e+04,-7.92e+01,
2.147500e+04,-5.84e+01,
2.150000e+04,-6.64e+01,
2.152500e+04,-6.88e+01,
2.155000e+04,-8.32e+01,
2.157500e+04,-6.72e+01,
2.160000e+04,-6.48e+01,
2.162500e+04,-6.80e+01,
2.165000e+04,-7.04e+01,
2.167500e+04,-6.72e+01,
2.170000e+04,-6.24e+01,
2.172500e+04,-6.80e+01,
2.175000e+04,-6.88e+01,
2.177500e+04,-7.20e+01,
2.180000e+04,-7.28e+01,
2.182500e+04,-6.08e+01,
2.185000e+04,-6.40e+01,
2.187500e+04,-6.32e+01,
2.190000e+04,-6.88e+01,
2.192500e+04,-6.48e+01,
2.195000e+04,-7.76e+01,
2.197500e+04,-6.88e+01,
2.200000e+04,-7.28e+01,
2.202500e+04,-6.88e+01,
2.205000e+04,-6.48e+01,
2.207500e+04,-6.00e+01,
2.210000e+04,-6.80e+01,
2.212500e+04,-6.40e+01,
2.215000e+04,-6.48e+01,
2.217500e+04,-6.56e+01,
2.220000e+04,-7.36e+01,
2.222500e+04,-6.56e+01,
2.225000e+04,-6.32e+01,
2.227500e+04,-6.96e+01,
2.230000e+04,-6.56e+01,
2.232500e+04,-6.40e+01,
2.235000e+04,-6.32e+01,
2.237500e+04,-7.44e+01,
2.240000e+04,-7.36e+01,
2.242500e+04,-6.16e+01,
2.245000e+04,-6.88e+01,
2.247500e+04,-6.40e+01,
2.250000e+04,-6.40e+01,
2.252500e+04,-6.56e+01,
2.255000e+04,-7.04e+01,
2.257500e+04,-6.24e+01,
2.260000e+04,-7.20e+01,
2.262500e+04,-6.32e+01,
2.265000e+04,-6.40e+01,
2.267500e+04,-7.04e+01,
2.270000e+04,-6.88e+01,
2.272500e+04,-6.72e+01,
2.275000e+04,-6.88e+01,
2.277500e+04,-6.40e+01,
2.280000e+04,-6.16e+01,
2.282500e+04,-9.04e+01,
2.285000e+04,-6.72e+01,
2.287500e+04,-6.40e+01,
2.290000e+04,-5.84e+01,
2.292500e+04,-6.64e+01,
2.295000e+04,-6.80e+01,
2.297500e+04,-6.56e+01,
2.300000e+04,-6.96e+01,
2.302500e+04,-7.12e+01,
2.305000e+04,-6.00e+01,
2.307500e+04,-6.16e+01,
2.310000e+04,-6.88e+01,
2.312500e+04,-6.56e+01,
2.315000e+04,-6.64e+01,
2.317500e+04,-6.72e+01,
2.320000e+04,-6.08e+01,
2.322500e+04,-6.48e+01,
2.325000e+04,-6.72e+01,
2.327500e+04,-7.12e+01,
2.330000e+04,-6.72e+01,
2.332500e+04,-6.88e+01,
2.335000e+04,-7.28e+01,
2.337500e+04,-6.80e+01,
2.340000e+04,-5.92e+01,
2.342500e+04,-6.40e+01,
2.345000e+04,-6.96e+01,
2.347500e+04,-6.24e+01,
2.350000e+04,-6.00e+01,
2.352500e+04,-6.88e+01,
2.355000e+04,-6.64e+01,
2.357500e+04,-7.20e+01,
2.360000e+04,-6.16e+01,
2.362500e+04,-6.80e+01,
2.365000e+04,-6.80e+01,
2.367500e+04,-7.60e+01,
2.370000e+04,-6.08e+01,
2.372500e+04,-6.64e+01,
2.375000e+04,-6.96e+01,
2.377500e+04,-6.32e+01,
2.380000e+04,-6.16e+01,
2.382500e+04,-7.52e+01,
2.385000e+04,-6.72e+01,
2.387500e+04,-6.16e+01,
2.390000e+04,-6.24e+01,
2.392500e+04,-6.16e+01,
2.395000e+04,-5.84e+01,
2.397500e+04,-6.24e+01,
2.400000e+04,-7.84e+01,
2.402500e+04,-6.96e+01,
2.405000e+04,-5.60e+01,
2.407500e+04,-6.80e+01,
2.410000e+04,-6.80e+01,
2.412500e+04,-6.40e+01,
2.415000e+04,-8.08e+01,
2.417500e+04,-6.32e+01,
2.420000e+04,-6.40e+01,
2.422500e+04,-6.32e+01,
2.425000e+04,-5.92e+01,
2.427500e+04,-6.88e+01,
2.430000e+04,-6.80e+01,
2.432500e+04,-6.48e+01,
2.435000e+04,-6.08e+01,
2.437500e+04,-6.40e+01,
2.440000e+04,-6.72e+01,
2.442500e+04,-6.24e+01,
2.445000e+04,-6.64e+01,
2.447500e+04,-6.40e+01,
2.450000e+04,-7.04e+01,
2.452500e+04,-8.32e+01,
2.455000e+04,-6.40e+01,
2.457500e+04,-6.24e+01,
2.460000e+04,-6.48e+01,
2.462500e+04,-6.64e+01,
2.465000e+04,-6.48e+01,
2.467500e+04,-6.96e+01,
2.470000e+04,-6.40e+01,
2.472500e+04,-7.44e+01,
2.475000e+04,-6.40e+01,
2.477500e+04,-7.04e+01,
2.480000e+04,-5.92e+01,
2.482500e+04,-6.56e+01,
2.485000e+04,-6.00e+01,
2.487500e+04,-6.56e+01,
2.490000e+04,-7.76e+01,
2.492500e+04,-6.96e+01,
2.495000e+04,-7.12e+01,
2.497500e+04,-6.40e+01,
