656,477
6657,483
6658,501
6659,522
697
11329,660
11330,674
11331,660
11332,649
11335
11322,473
11323,492
11324,508
11325,538
11326,575
11327,609
11328,637
11329,660
11330,674
11331,660
11332,649
11333,624
11334,585
23,492
11324,508
11325,538
11326,575
11327,609
11328,637
11329,660
11330,674
11331,660
11332,649
11333,624
11334,585
11⸮⸮b⸮⸮⸮1,636
2,655
3,670
4,664
5,651
6,633
7,597
8,558
9,520
10,496
11,478
12,483
13,500
14,521
15,558
16,593
17,628
18,647
19,667
20,669
21,658
22,641
23,607
24,569
25,530
26,503
27,481
28,476
29,496
30,515
31,550
32,585
33,619
34,642
35,664
36,673
37,658
38,646
39,618
40,579
41,542
43,510
44,487
45,474
46,492
47,508
48,537
49,573
50,608
51,636
52,657
53,671
54,662
55,651
56,629
57,591
58,552
59,516
60,493
61,476
62,487
63,504
64,529
65,567
66,603
67,633
68,651
69,669
70,666
71,654
72,635
73,599
74,562
75,525
76,501
77,479
78,480
79,498
80,519
81,555
82,590
83,623
84,645
86,665
87,671
88,657
89,644
90,611
91,573
92,535
93,506
94,482
95,475
96,496
97,514
98,546
99,583
100,617
101,642
102,661
103,671
104,659
105,647
106,620
107,582
108,544
109,512
110,489
111,476
112,490
113,507
114,533
115,572
116,607
117,636
118,654
119,670
120,664
121,653
122,630
123,593
124,555
125,520
126,495
128,475
129,483
130,503
131,527
132,564
133,599
134,630
135,650
136,670
137,668
138,654
139,637
140,602
141,566
142,528
143,501
144,479
145,479
146,498
147,517
148,552
149,587
150,621
151,644
152,664
153,671
154,658
155,644
156,614
157,577
158,538
159,506
160,484
161,476
162,494
163,511
164,543
165,580
166,617
167,642
168,659
169,671
171,661
172,649
173,622
174,585
175,546
176,514
177,491
178,475
179,487
180,504
181,531
182,569
183,604
184,632
185,653
186,671
187,667
188,653
189,633
190,596
191,559
192,522
193,496
194,475
195,483
196,501
197,524
198,561
199,596
200,628
201,650
202,668
203,667
204,654
205,638
206,605
207,568
208,529
209,502
210,481
211,480
212,496
214,514
215,548
216,585
217,619
218,644
219,662
220,671
221,659
222,647
223,617
224,579
225,539
226,509
227,486
228,475
229,490
230,509
231,540
232,578
233,612
234,638
235,658
236,673
237,663
238,650
239,625
240,589
241,551
242,517
243,492
244,475
245,486
246,504
247,529
248,567
249,600
250,630
251,652
252,669
253,666
254,653
256,635
257,600
258,562
259,524
260,496
261,477
262,483
263,500
264,522
265,559
266,594
267,628
268,649
269,666
270,668
271,656
272,642
273,608
274,570
275,531
276,504
277,483
278,477
279,493
280,512
281,547
282,582
283,616
284,640
285,660
286,673
287,661
288,649
289,621
290,582
291,543
292,511
293,487
294,473
295,490
296,508
297,538
299,575
300,609
301,637
302,658
303,671
304,662
305,650
306,629
307,592
308,553
309,518
310,494
311,476
312,486
313,502
314,527
315,563
316,598
317,629
318,651
319,668
320,666
321,655
322,639
323,602
324,564
325,525
326,500
327,478
328,480
329,497
330,520
331,555
332,591
333,625
334,647
335,665
336,671
337,658
338,644
339,611
340,574
342,536
343,508
344,483
345,474
346,493
347,512
348,543
349,579
350,613
351,639
352,660
353,672
354,661
355,650
356,623
357,586
358,547
359,515
360,488
361,474
362,489
363,507
364,534
365,572
366,608
367,636
368,656
369,670
370,663
371,652
372,631
373,593
374,556
375,521
376,495
377,477
378,483
379,500
380,523
381,561
382,596
384,628
385,648
386,667
387,668
388,657
389,640
390,605
391,569
392,531
393,502
394,479
395,477
396,496
397,517
398,552
399,587
400,623
401,645
402,665
403,671
404,657
405,643
406,614
407,577
408,539
409,509
410,484
411,475
412,493
413,509
414,540
415,577
416,612
417,638
418,658
419,671
420,661
421,650
422,625
423,587
424,549
425,515
427,491
428,475
429,488
430,504
431,532
432,570
433,607
434,634
435,654
436,670
437,665
438,653
439,632
440,596
441,559
442,523
443,498
444,478
445,482
446,499
447,522
448,558
449,593
450,625
451,647
452,666
453,669
454,656
455,640
456,608
457,572
458,532
459,504
460,480
461,478
462,496
463,515
464,549
465,587
466,621
467,644
468,663
470,671
471,657
472,645
473,617
474,579
475,540
476,510
477,487
478,476
479,491
480,506
481,537
482,575
483,610
484,637
485,656
486,671
487,662
488,652
489,628
490,590
491,553
492,518
493,492
494,475
495,485
496,503
497,530
498,567
499,602
500,633
501,653
502,671
503,666
504,653
505,634
506,600
507,562
508,524
509,498
510,478
512,481
513,499
514,520
515,556
516,590
517,624
518,646
519,666
520,669
521,656
522,643
523,611
524,573
525,533
526,505
527,483
528,476
529,495
530,512
531,547
532,584
533,619
534,642
535,662
536,671
537,660
538,648
539,620
540,581
541,543
542,513
543,489
544,475
545,489
546,505
547,535
548,571
549,605
550,634
551,655
552,671
553,663
555,652
556,630
557,594
558,557
559,520
560,494
561,475
562,485
563,503
564,528
565,564
566,599
567,631
568,652
569,669
570,666
571,653
572,637
573,602
574,564
575,526
576,501
577,479
578,480
579,497
580,517
581,552
582,589
583,622
584,644
585,663
586,670
587,658
588,646
589,614
590,576
591,538
592,509
593,484
594,474
595,492
596,511
598,544
599,580
600,615
601,641
602,661
603,673
604,660
605,648
606,621
607,585
608,547
609,515
610,490
611,475
612,489
613,505
614,532
615,569
616,603
617,633
618,653
619,669
620,663
621,653
622,632
623,596
624,559
625,522
626,497
627,476
628,483
629,501
630,523
631,561
632,598
633,631
634,649
635,668
636,667
637,655
638,639
640,604
641,566
642,529
643,503
644,480
645,478
646,496
647,514
648,550
649,585
650,619
651,643
652,662
653,671
654,659
655,646
656,616
657,579
658,542
659,509
660,485
661,474
662,492
663,509
664,541
665,577
666,614
667,640
668,659
669,671
670,660
671,648
672,623
673,587
674,549
675,516
676,492
677,475
678,488
679,503
680,529
681,567
683,603
684,633
685,652
686,669
687,665
688,653
689,635
690,599
691,562
692,524
693,498
694,477
695,481
696,498
697,521
698,559
699,595
700,627
701,649
702,668
703,669
704,655
705,640
706,606
707,571
708,532
709,503
710,481
711,478
712,495
713,513
714,547
715,583
716,616
717,642
718,661
719,671
720,659
721,647
722,619
723,582
724,543
726,511
727,488
728,475
729,490
730,507
731,537
732,576
733,612
734,639
735,656
736,672
737,661
738,650
739,627
740,590
741,551
742,517
743,493
744,475
745,485
746,501
747,526
748,565
749,599
750,629
751,651
752,670
753,667
754,654
755,637
756,602
757,565
758,527
759,499
760,478
761,480
762,498
763,518
764,557
765,591
766,626
768,649
769,667
770,670
771,656
772,641
773,610
774,573
775,533
776,505
777,484
778,476
779,494
780,511
781,544
782,581
783,616
784,641
785,659
786,672
787,660
788,649
789,623
790,583
791,545
792,513
793,490
794,473
795,488
796,505
797,535
798,573
799,608
800,635
801,657
802,672
803,663
804,651
805,630
806,592
807,555
808,519
809,494
811,475
812,485
813,502
814,526
815,562
816,596
817,629
818,651
819,668
820,667
821,655
822,639
823,604
824,567
825,528
826,501
827,480
828,479
829,497
830,518
831,553
832,590
833,625
834,647
835,663
836,671
837,657
838,644
839,613
840,574
841,534
842,507
843,484
844,474
845,493
846,510
847,542
848,579
849,614
850,639
851,659
852,673
854,662
855,651
856,625
857,587
858,550
859,516
860,489
861,473
862,488
863,505
864,532
865,571
866,605
867,636
868,656
869,670
870,663
871,652
872,630
873,595
874,558
875,521
876,495
877,477
878,483
879,501
880,523
881,559
882,595
883,629
884,649
885,666
886,668
887,656
888,640
889,607
890,569
891,530
892,503
893,481
894,477
896,496
897,515
898,550
899,589
900,623
901,644
902,665
903,672
904,658
905,645
906,615
907,577
908,540
909,509
910,484
911,474
912,492
913,508
914,539
915,577
916,610
917,638
918,658
919,671
920,661
921,651
922,626
923,590
924,553
925,517
926,492
927,475
928,486
929,503
930,530
931,568
932,604
933,635
934,654
935,669
936,665
937,652
939,632
940,597
941,559
942,522
943,498
944,478
945,482
946,499
947,520
948,557
949,594
950,626
951,646
952,666
953,669
954,656
955,642
956,609
957,572
958,534
959,506
960,481
961,476
962,494
963,513
964,547
965,585
966,619
967,644
968,664
969,671
970,657
971,645
972,617
973,580
974,542
975,510
976,486
977,476
978,491
979,507
980,536
982,574
983,609
984,637
985,656
986,670
987,662
988,652
989,628
990,593
991,554
992,518
993,495
994,476
995,484
996,501
997,527
998,565
999,603
1000,633
1001,652
1002,671
1003,666
1004,653
1005,635
1006,600
1007,562
1008,525
1009,500
1010,477
1011,479
1012,498
1013,518
1014,554
1015,590
1016,622
1017,646
1018,668
1019,670
1020,657
1021,644
1022,612
1024,575
1025,538
1026,507
1027,483
1028,476
1029,493
1030,510
1031,544
1032,581
1033,617
1034,643
1035,662
1036,671
1037,660
1038,648
1039,621
1040,582
1041,543
1042,511
1043,489
1044,475
1045,489
1046,505
1047,534
1048,572
1049,607
1050,635
1051,654
1052,672
1053,664
1054,653
1055,632
1056,594
1057,556
1058,522
1059,496
1060,474
1061,483
1062,501
1063,525
1064,563
1065,598
1067,630
1068,652
1069,671
1070,667
1071,654
1072,637
1073,602
1074,565
1075,527
1076,500
1077,478
1078,480
1079,497
1080,516
1081,552
1082,588
1083,622
1084,645
1085,664
1086,670
1087,658
1088,646
1089,615
1090,577
1091,538
1092,508
1093,486
1094,475
1095,492
1096,509
1097,542
1098,580
1099,618
1100,641
1101,659
1102,672
1103,661
1104,648
1105,623
1106,585
1107,546
1108,515
1110,489
1111,474
1112,488
1113,505
1114,531
